timestamp,contentId,link,title,text,tags
1598132503.386146,1,"""https://www.its.porn/video/sexy-blond-teen-gives-head-to-a-senior-outdoors/""","""Sexy blond teen gives head to a senior outdoors""",,"""outdoor, short hair, missionary, swallow, cum in mouth, hd porn, hd videos, old and young, couple, hardcore, 69, blowjob, cunnilingus, pussy licking, small tits, natural tits, blonde, kissing, older man, older man fucks girl, old cock, old dick, small boobs, outdoor fucking, blowjob, hardcore, teen, blonde, cock, oral, old, mature, suck, young, beautiful, outdoors, teenager, adorable, old and young, mature cock, blonde girls fucking, hd porn, mature sex, teen girls 18+"""
1598132503.628287,2,"""https://www.its.porn/video/busty-milf-stepmom-and-her-stepdaughter-fucks-with-a-guy/""","""Busty MILF stepmom and her stepdaughter fucks with a guy""",,"""big tits, milf, pornstar, teen, hd porn, stepmom, threesome, blonde, brunette, big boobs, busty, mother, mom, teenager, teen, threesome, threeway, blonde, brunette"""
1598132503.875268,3,"""https://www.its.porn/video/fucking-an-aspiring-redhead/""","""Fucking an aspiring redhead""",,"""redhead, facial, cowgirl, doggy style, blowjob, teen, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, cum on face, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, lacy lennon"""
1598132504.109504,4,"""https://www.its.porn/video/lovemaking-the-lesbian-way-with-candy-sweet-and-kittina-cox-on-sapphic-erotica/""","""Lovemaking the lesbian way with Candy Sweet and Kittina Cox on Sapphic Erotica""",,"""facesitting, lesbian, hd porn, pussy licking, 69, fingering, redhead, brunette, kissing, nice ass, rubbing, sexy, babe, erotic, small tits, tiny, beautiful, cunnilingus, sensual girl, erotic lesbians, 69 position, perfect ass, sweet babe, lezzies, small breast, lesbian pussy eating, hd porn 1080p, lesbians kissing, sexy body, lesbian pussy fingered, pretty girl, horny babe"""
1598132504.365085,5,"""https://www.its.porn/video/horny-mary-rock-finishes-her-morning-workout-then-gets-naked-and-rides-her-lovers-fuck-stick-in-her-tight-bare-pussy/""","""Horny Mary Rock finishes her morning workout then gets naked and rides her lovers fuck stick in her tight bare pussy""",,"""tiny, long hair, pornstar, short girls, small tits, shaved pussy, missionary, couple, teen, cowgirl, kissing, handjob, cumshot, underwear, fitness, fit body, amazing body, teen babe, cute teen blowjob, suck dick, oral sex, floor, on the floor, small boobs, young small tits, fuck pussy, pussy insertion, pussy, cute teen, young girl, couple sex, couple, shaved pussy fuck, mary rock, renato"""
1598132504.602571,6,"""https://www.its.porn/video/dessert-before-dinner/""","""Dessert Before Dinner""",,"""footjob, girl masturbating, handjob, bend over, cowgirl, big ass, mom, milf, hd porn, big tits, wife, brunette, deepthroat, blowjob, pornstar, big cock, hardcore, babe, sexy, beautiful, hd videos, foot fetish, tugjob, fucked from behind, table, foot fuck, big booty, juicy ass, busty babe, hot wife, big boobs milf, intense fucking, cock riding, cock sucking, bouncing on dick, big dick, hot sex, hard fast fuck, seduces, veronica avluv"""
1598132505.275219,7,"""https://www.its.porn/video/canadian-cream-pie-filling-w-capri-cavalli/""","""Canadian Cream Pie Filling w/Capri Cavalli""",,"""hardcore, handjob, fake tits, blowjob, brunette, pornstar, swallow, big ass, big tits, busty, close-up, ass, pussy, shaved pussy, cowgirl, tattoo, doggy style, kissing, booty, big ass, big butt, big booty, close up, big boobs, big tits, big breasts, big fake tits, fake tits, big dick, hot sex, hard sex, oral sex, pussy fucking, cock riding, missionary, from behind, shaved cunt, anal sex, dogging, fucked from behind, tattoo girl, brunette, hot kiss, capri cavalli, mike adriano"""
1598132506.120235,8,"""https://www.its.porn/video/milana-laurence-can-t-wait-to-peel-off-her-thong-and-bra-and-slam-a-glass-dildo-deep-in-her-bald-cooch/""","""Milana Laurence can't wait to peel off her thong and bra and slam a glass dildo deep in her bald cooch.""",,"""blonde, pornstar, fingering, teen, close-up, amateur, solo female, small tits, petite, skinny, shaved pussy, girl masturbating, sexy, babe, nice ass, booty, ass, pussy, beautiful, sex toys, small boobs, shaved pussy, short hair, bras, masturbation, toys, thongs, big areolas, solo, european, short girls, fair skin, orgasm, blonde, finger pussy, close up, amateur, solo girl teasing, teases, solo masturbation, shaved cunt, teen babe, sexy babe, hot ass, slim, skinny, spread legs, small tits, tiny tits, sofa, sex toys, glass toy, milana laurence"""
1598132506.376107,9,"""https://www.its.porn/video/homemade-german-milf-femdom/""","""Homemade German Milf Femdom""",,"""brunette, milf, hardcore, strapon, femdom, spanking, masturbation, facesitting, high heels, shaved pussy, bdsm, bondage, anal, fingering, doggy style, hardcore, brunette, anal, milf, strap-on, bizarre, fetish, amateur, masturbation, mature, handjob, voyeur, spanking, european, shaved pussy, orgasm, femdom, leather, finger fucking, sex toys, bondage, homemade, big dick, bdsm, high heels, big ass, big tits, blowjob, natural tits, rough-sex, pussy licking, facesitting, boots, long hair, man fucks with strapon, larissa gold"""
1598132506.632234,10,"""https://www.its.porn/video/amateur-gays-in-forest/""","""Amateur gays in forest""",,"""gay, amateur gay, forest, gays in forest, gay, gay amateur, gay blowjob, gay cock, gay doggy, gay fuck, gay fucking, gay handjob, gay kissing, gay masturbate, gay porn, gay sex, gaysex"""
1598132506.887072,11,"""https://www.its.porn/video/hoes-before-bros/""","""Hoes Before Bros""",,"""69, amateur, babe, bimbo, blowjob, brunette, chubby, deepthroat, dildo, fingering, hardcore, innocent, latina, lesbian, long hair, missionary, natural tits, petite, sexy, shaved pussy, short hair, skinny, teen, tiny, trimmed pussy, wild, fair skin, pigtails, pussy licking, tall girls, 69, adorable, amateur, babe, bimbo, bj, blowjob, brunette, casual, caucasian, chubby, condom, conservative, crazy, cute, deepthroat, dildo, doggystyle, dumb, easy, fingering, fondling, girl next door, girl on girl, hardcore, hispanic, indoor, innocent, latin, latina, lesbian, living room, long hair, missionary, natural tits, pale, pantyless, passive, petite, pigtail, pussy lick, sexy, shaved pussy, short, short hair, shy, sixty-nine, skinny, skirts, slim, slutty, smart, spanish, tall, tan, teen, tiny, trimmed pussy, white, wild, moka mora, jay taylor"""
1598132507.1366,12,"""https://www.its.porn/video/mature-lady-provides-her-wet-twat-for-really-hot-licking/""","""Mature lady provides her wet twat for really hot licking""",,"""blonde, milf, mom, blowjob, cunnilingus, pussy licking, fingering, blonde, milf, mom, blowjob, cunnilingus, oral, pussy licking, fingering"""
1598132507.371555,13,"""https://www.its.porn/video/arab-aunty-sucked-and-fucked-by-hubby-with-loud-moaning/""","""Arab Aunty sucked and fucked by hubby with loud moaning""",,"""wife, indian, arab, couple, amateur, homemade, home, wife, indian, arab, moaning, couple, amateur, homemade, home"""
1598132507.653005,14,"""https://www.its.porn/video/revealing-teeny-s-anal-secret/""","""Revealing teeny's anal secret""",,"""cowgirl, doggy style, blonde, blowjob, teen, small tits, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, anal, spooning, creampie, cock riding, cock sucking, cute teen, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, sensual girl, ass fucking, anal sex, ass creampie, lolly small"""
1598132507.887719,15,"""https://www.its.porn/video/all-the-way-to-orgasm/""","""All the way to orgasm""",,"""massage, blowjob, teen, small tits, nice ass, big cock, sexy, babe, beautiful, missionary, hd porn, cumshot, from behind, shaved pussy, fucked from behind, cum on pussy, cock sucking, cute teen, big dick, pretty girl, tiny tits, gorgeous teen, sweet babe, erotic massage"""
1598132508.121856,16,"""https://www.its.porn/video/boss-kayla-makes-her-employee-marica-worship-her-feet/""","""Boss Kayla makes her employee Marica worship her feet""",,"""pornstar, office, lesbian, babe, brunette, foot fetish, fetish, high heels, domination, asian, pantyhose, lingerie, massage, compilation, blonde, compilation, lesbos, lesbian, lesbo, blonde, brunette, boss, office, foot fetish, foot worship, dominant, sexy lingerie, nylon, in pantyhose, heels, babe, asian"""
1598132508.364538,17,"""https://www.its.porn/video/sweetheart-sky-pierce-helps-make-her-lovers-bad-day-better-with-a-deep-throat-bj-and-a-stiffie-ride-in-her-bare-pussy/""","""Sweetheart Sky Pierce helps make her lovers bad day better with a deep throat BJ and a stiffie ride in her bare pussy""",,"""piercing, handjob, 69, cunnilingus, pussy licking, shaved pussy, blowjob, couple, teen, blonde, panties, rubbing, reverse cowgirl, cowgirl, hardcore, cumshot, skinny, bend over, pornstar, morning, teen babe, blonde teen, bed, bed bedroom, bedroom, kissing, cowgirl blonde, cowgirl teen, cock riding, pussy fuck, skinny girl, sex porn, white panties, bend over, 69, oral sex, pussy lick, cunnilingus, piercing, nathan bronson, sky pierce"""
1598132508.608628,18,"""https://www.its.porn/video/blacks-on-cougars-syren-demer/""","""Blacks On Cougars - Syren DeMer""",,"""interracial, group sex, foursome, double penetration, bbc, milf, lingerie, stockings, big ass, big tits, blowjob, doggy style, cowgirl, reverse cowgirl, cumshot, anal, gangbang, hardcore, redhead, deepthroat, 3 on 1, anal creampie, big booty, cougars, double penetration, interracial gangbang, double fuck, group sex, group fuck, busty, huge black cock, huge tits, cock riding, anal, doggy, oral sex, cock sucking, hard fuck, big butt, 4some, hot redhead, syren demer"""
1598132508.856859,19,"""https://www.its.porn/video/sensual-action-with-the-stunning-blonde-blanche-bradburry/""","""Sensual action with the stunning blonde Blanche Bradburry""",,"""blonde, babe, shorts, kissing, couple, busty, big tits, fake tits, blowjob, nice ass, cowgirl, trimmed pussy, piercing, spooning, missionary, big cock, babe, pierced, kissing, big dick, cum on pussy, big ass, big tits, blowjob, oral, busty, big boobs, big fake tits, nice butt, trimmed, missionary, jean shorts, pierced nipples, blanche bradburry"""
1598132509.121251,20,"""https://www.its.porn/video/3-rounds-2-bootys-1-champ-w-eva-taylor-jessica-marie/""","""3 Rounds, 2 Bootys &amp; 1 Champ W/ Eva Taylor &amp; Jessica Marie""",,"""brunette, interracial, hardcore, handjob, facial, blowjob, cumshot, natural tits, blonde, threesome, pornstar, big ass, blowjob, brunette, pornstar, natural tits, hardcore, cumshot, handjob, facial, big ass, blonde, interracial, threesome, big tits, white girl, black girl, eva taylor, jessica marie"""
1598132509.36052,21,"""https://www.its.porn/video/busty-arabic-teen-violates-her-religion/""","""Busty Arabic Teen Violates Her Religion""",,"""babe, big tits, blowjob, busty, cowgirl, deepthroat, facial, handjob, home, latina, lingerie, missionary, oil, petite, pornstar, sexy, shaved pussy, skinny, teen, tiny, arab, brunette, big cock, doggy style, titjob, pov, ass licking, babe, big dicks, big tits, bj, black hair, blowjob, busty, cowgirl, deepthroat, doggystyle, facial, handjob, hispanic, home, latin, latina, lingerie, living room, missionary, no condom, oil, petite, pornstar, sexy, shaved pussy, short, skinny, slim, spanish, tanlines, teen, tiny, titty fuck, toned, arab, hijab, hijab girl, brunette, arab girl, arab booty, arab sluts, arabysexy, arabic, pov, victoria june"""
1598132509.593808,22,"""https://www.its.porn/video/female-agent-in-pantyhose-gets-banged/""","""Female agent in pantyhose gets banged.""",,"""amateur, hardcore, blonde, reality, voyeur, office, pantyhose, czech, casting, hairy, amateur, hardcore, sex, blonde, fucking, oral, hd, reality, voyeur, european, euro, office, female, pantyhose, czech, casting, couch, agent, hirsute, hairy"""
1598132509.854596,23,"""https://www.its.porn/video/handjob-in-the-swimming-pool-branlette-sous-l-eau/""","""Handjob in the swimming pool. branlette sous l'eau""",,"""handjob, cumshot, public, masturbation, nudist, pool, see through, swimming, swimming pool, cumshot, handjob, public nudity, amateur masturbating, masturbation, nudist, french"""
1598132510.106755,24,"""https://www.its.porn/video/italian-porn-l-igienista-dentale-in-this-italian-porn-hot-dentist-bitch-was-in-a-mood-for-rough-fucking-and-facials-other-babes-in-this-porn-wear-stockings-while-shagging/""","""Italian porn .L'igienista dentale.. In this Italian porn, hot dentist bitch was in a mood for rough fucking and facials. Other babes in this porn wear stockings while shagging.""",,"""ass, behind the scenes, blonde, blowjob, brunette, busty, cowgirl, cum in mouth, cumshot, cunnilingus, doggy style, facial, fake tits, fingering, fishnet, handjob, high heels, homemade, italian, masturbation, milf, pussy, pussy licking, reverse cowgirl, shaved pussy, skinny, small tits, stockings, trimmed pussy, brunette, nurse, skinny, small tits, shaved pussy, blowjob oral, blowjob, oral, hand job, clit jerking, masturbation, high heels, doggy, pussy fuck, bed, milf house, house, piercieng, big fake tits, reverse cowgirl, trimmed pussy, trimmed, from behind, fucked from behind, doggy style, shaking tits, blonde, pussy licking, stockings, stocking, fishnet stockings, finger, fingering, finger pussy, cum, cum in mouth, facial"""
1598132510.341136,25,"""https://www.its.porn/video/dildo-masturbation-to-creamy-pussy-orgasm/""","""Dildo masturbation to creamy pussy orgasm""",,"""solo female, camgirl, webcam, girl masturbating, masturbation, creampie, dildo, clit, close-up, solo girl, on webcam, sexy webcam girl, camgirl, masturbation, dildo, creampie, orgasm, trimmed pussy, trimmed, wet pussy, clit jerking, close up, close up creampie, close up pussy, chubby, spread pussy, pussy lips"""
1598132510.568373,26,"""https://www.its.porn/video/get-fucked-and-get-hired2/""","""Get fucked and get hired""",,"""cowgirl, doggy style, blowjob, teen, small tits, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, pov, fucked from behind, cock riding, cock sucking, bouncing on dick, big dick, pretty girl, tiny tits, gorgeous teen, sweet babe, jizzed, point of view, alaina dawson"""
1598132510.802009,27,"""https://www.its.porn/video/music-tutor-fucks-nerdy-chick/""","""Music tutor fucks nerdy chick""",,"""redhead, creampie, spooning, cowgirl, doggy style, blowjob, teen, small tits, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, tiny tits, pussy creampie, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, gorgeous teen, rebecca rainbow"""
1598132511.037815,28,"""https://www.its.porn/video/paying-3-grand-for-a-facial/""","""Paying 3 grand for a facial""",,"""blowjob, doggy style, cowgirl, teen, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, facial, tiny tits, cum on face, cock riding, cock sucking, cute teen, bouncing on dick, fucked from behind, big dick, pretty girl, gorgeous teen, sweet babe, izzy lush"""
1598132511.266889,29,"""https://www.its.porn/video/young-busty-busty-redhead-jess-fuck-in-bath/""","""YOUNG BUSTY - Busty redhead Jess fuck in bath""",,"""couple, teen, shower, blowjob, big cock, bathroom, redhead, busty, big tits, natural tits, bend over, from behind, handjob, masturbation, titjob, cumshot, fellatio, fuck, redhead, oral, huge tits, blowjobs &amp; oral sex, redhead girls fucking, shower blowjob, shower, bathroom, bathroom bathing, bend over, fucked from behind, cumshot, handjob, masturbated, big dick, big cock"""
1598132511.518473,30,"""https://www.its.porn/video/teeny-having-a-dp-sex-party/""","""Teeny having a DP sex party""",,"""double penetration, threesome, anal, facial, cowgirl, doggy style, blowjob, teen, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, dp, 3some, ass fucking, anal sex, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, cum on face, mmf, verona sky"""
1598132511.758193,31,"""https://www.its.porn/video/sex-life-for-sale/""","""Sex life for sale""",,"""blonde, blowjob, cuckold, cowgirl, teen, small tits, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, spooning, tiny tits, cock riding, cock sucking, cute teen, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, gorgeous teen, sweet babe"""
1598132511.999131,32,"""https://www.its.porn/video/two-guys-double-fuck-eager-teen-blonde2/""","""Two guys double-fuck eager teen blonde""",,"""small tits, threesome, cowgirl, doggy style, blowjob, teen, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, cumshot, spooning, amateur, tiny, 18 year old, 3some, mmf, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, jizzed"""
1598132512.270375,33,"""https://www.its.porn/video/bisexual-fourway-with-anal-fun/""","""Bisexual fourway with anal fun""",,"""teen, foursome, cowgirl, doggy style, blowjob, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, anal, busty, busty babe, 4some, ass fucking, anal sex, cock riding, cock sucking, bouncing on dick, fucked from behind, big dick, pretty girl, gorgeous teen, sweet babe, jizzed, fffm, sheri vi, kitana lure"""
1598132512.502834,34,"""https://www.its.porn/video/young-busty-busty-young-julie-toy-pussy-with-her-friend/""","""YOUNG BUSTY - Busty young Julie toy pussy with her friend""",,"""babe, brunette, lesbian, jeans, latex, teen, cute, sexy, girl masturbating, busty, big tits, natural tits, lingerie, small tits, skinny, pussy licking, shaved pussy, dildo, lesbian sex, lesbian sex toy, in latex, jeans, sofa, girl on girl, babe, hot brunette teen, teen, young, busty natural, slim, small natural tits, licking pussy, cute, sexy, shaved  cunt, sweet teen pussy, sexy bra"""
1598132512.742758,35,"""https://www.its.porn/video/escort-fuck-with-spycam-twist2/""","""Escort fuck with spycam twist""",,"""small tits, cowgirl, doggy style, blonde, blowjob, teen, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, pov, cock sucking, point of view, cock riding, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, tiffany watson"""
1598132512.978434,36,"""https://www.its.porn/video/sneaky-old-man-has-a-fuck-plan2/""","""Sneaky old man has a fuck plan""",,"""cowgirl, doggy style, blowjob, teen, small tits, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, jizzed, molly manson"""
1598132513.210207,37,"""https://www.its.porn/video/fuck-stepsis-for-18th-birthday/""","""Fuck stepsis for 18th birthday""",,"""small tits, blowjob, cowgirl, doggy style, teen, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, trimmed pussy, fucked from behind, tiny tits, cock riding, cock sucking, cute teen, bouncing on dick, big dick, pretty girl, gorgeous teen, sweet babe, jizzed, hot stepsister, alex blake"""
1598132513.451574,38,"""https://www.its.porn/video/home-dp-afterparty-for-teeny/""","""Home DP afterparty for teeny""",,"""threesome, double penetration, hardcore, anal, cowgirl, doggy style, pussy licking, blowjob, teen, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, 3some, dp, ass fucking, anal sex, cock riding, cock sucking, pussy eating, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, jizzed, mmf, 3way, melissa grand"""
1598132513.684585,39,"""https://www.its.porn/video/sexy-ass-student-fucked-good/""","""Sexy-ass student fucked good""",,"""teen, blowjob, doggy style, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, jizzed, veronika fare"""
1598132514.006984,40,"""https://www.its.porn/video/young-busty-young-nanny-gives-handjob-and-gets-big-hooters-jizzed/""","""YOUNG BUSTY - Young Nanny gives handjob and gets big hooters jizzed""",,"""redhead, teen, big cock, busty, handjob, masturbation, titjob, close-up, saggy tits, wet, cumshot, huge tits, redhead girls fucking, handjobs porn, big tits, big boobs, busty natural, big breasts, sagging tits, titjob, hand jobs, masturbated, bed bedroom, teen, redhead, close up, cumshot, wet"""
1598132514.248113,41,"""https://www.its.porn/video/bisexual-threesome-home-fun/""","""Bisexual threesome home fun""",,"""threesome, cunnilingus, doggy style, pussy licking, blowjob, teen, small tits, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, anal, ffm, 3some, cock sucking, cute teen, oral sex, pussy eating, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, sweet babe, ass fucking, anal sex, hazel dew, melissa grand"""
1598132514.483365,42,"""https://www.its.porn/video/dp-for-gorgeous-nubile/""","""DP for gorgeous nubile""",,"""teen, threesome, anal, double penetration, cowgirl, doggy style, blowjob, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, tiny tits, dp, 3some, ass fucking, anal sex, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, gorgeous teen, 3way, mmf, kerry cherry"""
1598132514.75589,43,"""https://www.its.porn/video/young-busty-busty-teens-toy-cunts/""","""YOUNG BUSTY - Busty teens toy cunts""",,"""teen, lesbian, fetish, funny, blonde, cute, skinny, sex toys, girl masturbating, shaved pussy, close-up, pussy, socks, busty, big tits, natural tits, lesbian, girl on girl, huge tits, lesbian sex, girl_on_girl, teen lesbian, teen, cuttie, babe, real sexy, sex toy, shaved  cunt, close up, pussy, busty natural, young busty"""
1598132514.996434,44,"""https://www.its.porn/video/two-cocks-for-sex-crazed-teeny/""","""Two cocks for sex-crazed teeny""",,"""threesome, bend over, facial, blowjob, teen, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, 3some, mmf, cock riding, cock sucking, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, sweet babe, cum on face, katty west"""
1598132515.232656,45,"""https://www.its.porn/video/stepsis-has-a-slurping-pussy/""","""Stepsis has a slurping pussy""",,"""pov, cowgirl, doggy style, blonde, blowjob, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, missionary, cumshot, hd porn, cum on body, hot stepsister, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, point of view, layla love"""
1598132515.464188,46,"""https://www.its.porn/video/petite-teen-takes-her-first-dp/""","""Petite teen takes her first DP""",,"""threesome, anal, double penetration, cowgirl, doggy style, blowjob, teen, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, facial, 3some, fucked from behind, dp, ass fucking, anal sex, cock riding, cock sucking, horny slut, bouncing on dick, big dick, pretty girl, tiny tits, gorgeous teen, cum on face, rebecca rainbow"""
1598132515.715737,47,"""https://www.its.porn/video/young-busty-busty-teen-adelle-gets-fucked-and-facialized/""","""YOUNG BUSTY - Busty teen Adelle gets fucked and facialized""",,"""kissing, blonde, teen, babe, busty, natural tits, pussy licking, sexy, from behind, shaved pussy, anal, fingering, close-up, tight pussy, tattoo, blowjob, cumshot, blowjobs &amp; oral sex, young busty, blonde, cute, teen, sexy, anal finger, anal sex, tattoo, blowjob, cumshot, licking pussy, fucked from behind, shaved  cunt, finger pussy, tight pussy, natural boobs, blow jobs, close up anal, kiss, busty natural"""
1598132515.950968,48,"""https://www.its.porn/video/boss-fucks-his-nerdy-assistant2/""","""Boss fucks his nerdy assistant""",,"""teen, facesitting, cowgirl, doggy style, pussy licking, blowjob, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, missionary, hd porn, anal, cum in mouth, cunnilingus, ass fucking, anal sex, cock riding, cock sucking, pussy eating, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, katrin tequila"""
1598132516.198478,49,"""https://www.its.porn/video/revealing-teeny-s-anal-secret/""","""Revealing teeny's anal secret""",,"""cowgirl, doggy style, blonde, blowjob, teen, small tits, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, anal, spooning, creampie, cock riding, cock sucking, cute teen, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, sensual girl, ass fucking, anal sex, ass creampie, lolly small"""
1598132516.430541,50,"""https://www.its.porn/video/fucking-an-aspiring-redhead/""","""Fucking an aspiring redhead""",,"""redhead, facial, cowgirl, doggy style, blowjob, teen, small tits, reverse cowgirl, nice ass, big cock, sexy, babe, beautiful, cumshot, hd porn, cum on face, cock riding, cock sucking, horny slut, bouncing on dick, fucked from behind, big dick, pretty girl, tiny tits, gorgeous teen, lacy lennon"""
